conditioning,dimension,effect_b_minus_a,factor_a,factor_b,kind,level_a,level_b,metric
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.14368282491286916,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.010885725515868586,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_target_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.02480232119307957,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.1543654910937855,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,14.943112116768152,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.018501819080391516,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_y_range
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.25906841649471934,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,trajectory_min_det_f
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,-6.807131139724512e-11,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_target_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,-0.12600600756724134,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.010406258811789526,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_jump_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.04438982198274677,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_arc_length_ratio
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,29.063055090099134,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_turning_density
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_x_reversal_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,-0.00026437547114106785,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_y_range
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,-0.005000000000000005,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,-0.005000000000000005,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,1.383696105257713,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,-0.004295629075807068,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_target_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,-0.0527632408957015,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.12738937488328128,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,12.212886800766872,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""full""}",2d,0.023781843181153714,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_y_range
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-0.09199999999999996,geometry,muscle_extent,interaction_difference_in_differences,,,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-0.10550000000000004,geometry,muscle_extent,interaction_difference_in_differences,,,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-0.049499999999999995,geometry,muscle_extent,interaction_difference_in_differences,,,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-0.05149999999999999,geometry,muscle_extent,interaction_difference_in_differences,,,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-0.0425,geometry,muscle_extent,interaction_difference_in_differences,,,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-0.06800000000000003,geometry,muscle_extent,interaction_difference_in_differences,,,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,68.00218149243072,geometry,muscle_extent,interaction_difference_in_differences,,,trajectory_min_det_f
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-0.0008970083946120252,geometry,muscle_extent,interaction_difference_in_differences,,,final_target_rms
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-3.7338401582074487,geometry,muscle_extent,interaction_difference_in_differences,,,final_activation_rms
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-4.360445889155832,geometry,muscle_extent,interaction_difference_in_differences,,,final_activation_jump_rms
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-1.3381401128194956,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_arc_length_ratio
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-8.665798728533318,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_turning_density
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-0.05,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_x_reversal_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.34999999999999998""}",2d,-0.017873127294525407,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_y_range
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.002,geometry,muscle_extent,interaction_difference_in_differences,,,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.002,geometry,muscle_extent,interaction_difference_in_differences,,,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.001500000000000003,geometry,muscle_extent,interaction_difference_in_differences,,,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.0019999999999999983,geometry,muscle_extent,interaction_difference_in_differences,,,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.0004999999999999974,geometry,muscle_extent,interaction_difference_in_differences,,,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.0014999999999999998,geometry,muscle_extent,interaction_difference_in_differences,,,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,-13.851741679513612,geometry,muscle_extent,interaction_difference_in_differences,,,trajectory_min_det_f
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,-0.0014195894691663017,geometry,muscle_extent,interaction_difference_in_differences,,,final_target_rms
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,-0.02825120609797266,geometry,muscle_extent,interaction_difference_in_differences,,,final_activation_rms
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.015720009388178052,geometry,muscle_extent,interaction_difference_in_differences,,,final_activation_jump_rms
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.23214905506338912,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_arc_length_ratio
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,67.50110475272952,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_turning_density
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.04,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_x_reversal_fraction
"{""activation_sharing"": ""per_cell"", ""poisson"": ""0.48999999999999999""}",2d,0.016916308712364735,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_y_range
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,0.004500000000000005,geometry,muscle_extent,interaction_difference_in_differences,,,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,0.004500000000000005,geometry,muscle_extent,interaction_difference_in_differences,,,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,-0.4942063772822648,geometry,muscle_extent,interaction_difference_in_differences,,,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,-0.005612852417920368,geometry,muscle_extent,interaction_difference_in_differences,,,final_target_rms
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,1.7252466998113336,geometry,muscle_extent,interaction_difference_in_differences,,,final_activation_rms
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,-0.018527519910781942,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,-5.546625023007767,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.34999999999999998""}",2d,-0.001912629440495632,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_y_range
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,-0.2701950825951069,geometry,muscle_extent,interaction_difference_in_differences,,,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.0005134782120141245,geometry,muscle_extent,interaction_difference_in_differences,,,final_target_rms
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,5.903193405922432,geometry,muscle_extent,interaction_difference_in_differences,,,final_activation_rms
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,-0.04546924339582392,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,-8.270706790347205,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""poisson"": ""0.48999999999999999""}",2d,0.004311977354029536,geometry,muscle_extent,interaction_difference_in_differences,,,final_midline_y_range
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.09099999999999996,geometry,activation_sharing,interaction_difference_in_differences,,,final_inverted_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.10450000000000004,geometry,activation_sharing,interaction_difference_in_differences,,,peak_inverted_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.048499999999999995,geometry,activation_sharing,interaction_difference_in_differences,,,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.05049999999999999,geometry,activation_sharing,interaction_difference_in_differences,,,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.0425,geometry,activation_sharing,interaction_difference_in_differences,,,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.06750000000000003,geometry,activation_sharing,interaction_difference_in_differences,,,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,65.5914165731566,geometry,activation_sharing,interaction_difference_in_differences,,,trajectory_min_det_f
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,0.011080259242476003,geometry,activation_sharing,interaction_difference_in_differences,,,final_target_rms
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-9.201156165901416,geometry,activation_sharing,interaction_difference_in_differences,,,final_activation_rms
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-4.340790609713711,geometry,activation_sharing,interaction_difference_in_differences,,,final_activation_jump_rms
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-1.4610821796495883,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_arc_length_ratio
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-12.752502379100221,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_turning_density
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.05,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_x_reversal_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.01963945262440267,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_y_range
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.002,geometry,activation_sharing,interaction_difference_in_differences,,,final_inverted_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.002,geometry,activation_sharing,interaction_difference_in_differences,,,peak_inverted_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.001500000000000003,geometry,activation_sharing,interaction_difference_in_differences,,,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.0019999999999999983,geometry,activation_sharing,interaction_difference_in_differences,,,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.0004999999999999974,geometry,activation_sharing,interaction_difference_in_differences,,,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.0014999999999999998,geometry,activation_sharing,interaction_difference_in_differences,,,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-14.387814969643781,geometry,activation_sharing,interaction_difference_in_differences,,,trajectory_min_det_f
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.000137533225863353,geometry,activation_sharing,interaction_difference_in_differences,,,final_target_rms
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-20.547841798692478,geometry,activation_sharing,interaction_difference_in_differences,,,final_activation_rms
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.03659626585234732,geometry,activation_sharing,interaction_difference_in_differences,,,final_activation_jump_rms
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.24317824960013135,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_arc_length_ratio
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,54.780903925265996,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_turning_density
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.04,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_x_reversal_fraction
"{""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.0464438252055712,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_y_range
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0010000000000000009,geometry,activation_sharing,interaction_difference_in_differences,,,final_inverted_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.005500000000000006,geometry,activation_sharing,interaction_difference_in_differences,,,peak_inverted_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0010000000000000009,geometry,activation_sharing,interaction_difference_in_differences,,,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0010000000000000009,geometry,activation_sharing,interaction_difference_in_differences,,,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0,geometry,activation_sharing,interaction_difference_in_differences,,,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.005000000000000006,geometry,activation_sharing,interaction_difference_in_differences,,,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-2.904971296556389,geometry,activation_sharing,interaction_difference_in_differences,,,trajectory_min_det_f
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0063644152191676615,geometry,activation_sharing,interaction_difference_in_differences,,,final_target_rms
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-3.742069307882633,geometry,activation_sharing,interaction_difference_in_differences,,,final_activation_rms
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.01965527944212174,geometry,activation_sharing,interaction_difference_in_differences,,,final_activation_jump_rms
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.14146958674087484,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_arc_length_ratio
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-9.633328673574667,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_turning_density
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_x_reversal_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.0036789547703728956,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_y_range
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,activation_sharing,interaction_difference_in_differences,,,final_inverted_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,activation_sharing,interaction_difference_in_differences,,,peak_inverted_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,activation_sharing,interaction_difference_in_differences,,,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,activation_sharing,interaction_difference_in_differences,,,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,activation_sharing,interaction_difference_in_differences,,,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,activation_sharing,interaction_difference_in_differences,,,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-0.8062683727252752,geometry,activation_sharing,interaction_difference_in_differences,,,trajectory_min_det_f
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0020706009070437788,geometry,activation_sharing,interaction_difference_in_differences,,,final_target_rms
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-14.616397186672076,geometry,activation_sharing,interaction_difference_in_differences,,,final_activation_rms
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.02087625646416927,geometry,activation_sharing,interaction_difference_in_differences,,,final_activation_jump_rms
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-0.034440048859081696,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_arc_length_ratio
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-20.99090761781073,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_turning_density
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_x_reversal_fraction
"{""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.033839493847236,geometry,activation_sharing,interaction_difference_in_differences,,,final_midline_y_range
"{""activation_sharing"": ""per_cell"", ""muscle_extent"": ""band""}",2d,-0.09299999999999994,geometry,poisson,interaction_difference_in_differences,,,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""muscle_extent"": ""band""}",2d,-0.10650000000000004,geometry,poisson,interaction_difference_in_differences,,,peak_inverted_rest_measure_fraction
